order_id,customer_id,product_id,quantity,order_date
157,977,5,1,2024-03-15 00:15:44
158,740,1,4,2024-07-03 17:41:51
159,917,1,1,2025-01-03 00:42:10
160,548,3,4,2024-09-19 17:28:11
161,74,3,4,2024-06-26 03:05:47
162,285,2,2,2024-04-25 03:16:02
163,475,5,1,2024-03-18 07:09:47
164,951,2,3,2024-08-14 01:25:38
165,48,1,2,2024-06-07 15:55:34
166,136,1,2,2024-10-23 23:09:40
167,723,4,4,2024-04-19 18:23:33
168,961,4,2,2024-10-01 00:31:45
169,968,3,3,2024-06-18 21:04:46
170,135,5,3,2024-12-23 08:51:06
171,371,2,4,2025-01-19 18:22:42
172,515,1,2,2024-04-03 15:56:31
173,140,4,4,2024-09-28 07:55:20
174,912,5,4,2024-07-17 18:52:38
175,166,5,3,2024-12-09 03:15:22
176,42,3,2,2024-09-01 13:19:47
177,840,4,2,2024-08-19 15:04:01
178,110,1,4,2024-04-24 19:48:40
179,480,3,2,2025-01-28 18:23:01
180,652,3,3,2024-12-06 04:48:56
181,173,3,2,2024-11-18 18:58:02
182,673,4,3,2025-02-26 22:52:35
183,44,3,3,2025-02-16 22:06:11
184,98,1,4,2024-07-31 20:06:55
185,90,2,4,2024-11-18 14:19:07
186,902,5,4,2024-08-18 03:11:29
187,306,2,3,2024-10-29 06:12:09
188,14,5,2,2024-09-15 16:56:01
189,381,5,4,2024-03-10 04:20:13
190,3,4,1,2024-09-09 00:27:55
191,290,2,4,2025-01-12 03:09:47
192,271,5,1,2024-10-06 20:33:17
193,587,5,4,2024-03-22 03:58:19
194,720,5,3,2024-03-09 11:50:19
195,129,5,2,2024-06-13 01:27:33
196,283,4,2,2024-04-05 21:06:24
197,458,5,3,2024-09-21 01:08:20
198,536,5,3,2024-12-17 16:53:40
199,791,5,1,2024-03-18 20:54:04
200,552,2,3,2024-08-03 03:50:14
201,275,5,4,2024-06-03 06:40:08
202,881,3,4,2025-02-25 08:08:57
203,167,3,4,2024-04-02 22:36:55
204,229,3,1,2024-11-19 18:57:32
205,176,1,2,2024-12-06 02:00:48
206,114,4,2,2024-12-12 05:32:34
207,240,2,1,2024-09-06 16:47:42
208,3,1,1,2024-12-21 23:15:58
209,193,1,3,2024-06-15 02:57:23
210,550,2,2,2024-05-03 08:37:07
211,848,1,1,2025-01-26 07:40:28
212,324,5,4,2024-10-18 17:41:36
213,287,5,2,2024-11-25 00:00:52
214,3,1,1,2024-12-25 18:52:59
215,22,2,4,2025-01-12 23:53:30
216,144,4,2,2024-10-13 07:00:21
217,300,5,4,2025-02-20 21:15:39
218,90,3,2,2024-08-02 01:18:54
219,189,5,2,2025-01-29 14:38:12
220,251,5,3,2024-04-02 17:40:36
221,904,4,4,2024-11-21 13:02:50
222,902,2,3,2024-07-03 23:03:15
223,910,5,2,2024-06-17 03:13:25
224,581,2,3,2024-06-10 19:45:20
225,278,1,1,2024-05-03 07:39:25
226,915,1,2,2024-08-26 06:23:05
227,593,5,4,2024-08-28 16:57:56
228,67,2,1,2024-08-26 18:16:01
229,986,2,1,2024-11-30 21:22:44
230,449,2,2,2024-11-17 23:44:47
231,388,1,2,2024-09-19 11:03:07
232,725,5,2,2024-04-09 20:59:27
233,151,2,1,2024-11-16 06:34:15
234,153,3,4,2024-08-26 06:00:44
235,865,5,3,2024-07-27 08:14:25
236,98,1,4,2025-02-08 13:10:40
237,170,3,1,2024-07-16 04:02:15
238,829,2,2,2024-03-04 01:26:57
239,168,2,2,2025-01-08 09:09:40
240,906,4,4,2025-02-12 10:46:25
241,184,1,1,2024-11-01 08:09:54
242,919,3,4,2025-01-20 02:13:38
243,176,1,1,2024-03-17 11:33:36
244,988,3,3,2024-07-11 02:36:37
245,636,2,3,2025-02-25 11:36:02
246,422,5,3,2024-04-13 05:59:15
247,392,5,2,2024-08-13 13:40:22
248,772,3,3,2024-05-19 17:14:09
249,943,3,2,2024-09-18 15:14:37
250,168,1,1,2024-04-09 22:35:48
251,559,5,4,2024-04-25 20:04:40
252,482,5,1,2024-09-24 11:22:55
253,326,2,3,2024-11-07 19:08:45
254,8,5,3,2024-10-26 05:34:33
255,229,1,1,2024-10-31 04:17:56
256,283,2,4,2024-03-23 00:23:33
257,52,5,3,2024-11-12 14:35:45
258,564,1,1,2025-01-04 05:41:01
259,560,4,3,2024-08-09 08:28:21
260,277,1,4,2024-07-30 23:40:33
261,817,1,1,2024-12-24 13:50:32
262,411,5,4,2024-08-25 14:28:53
263,100,4,3,2024-06-25 08:13:38
264,7,4,2,2024-10-13 06:20:40
265,333,3,1,2025-02-28 16:46:40
266,265,3,4,2024-09-19 20:18:21
267,983,3,2,2024-10-18 01:07:54
268,847,2,4,2024-07-30 02:48:35
269,642,5,1,2024-06-29 12:41:00
270,307,3,2,2025-01-31 18:34:00
271,412,5,1,2024-10-09 09:03:12
272,13,1,2,2024-12-10 13:20:16
273,244,1,3,2024-04-17 23:16:19
274,29,2,2,2025-01-30 11:00:16
275,420,5,4,2025-01-23 15:11:30
276,420,2,4,2024-10-21 15:34:52
277,518,4,3,2024-07-27 01:45:19
278,80,1,1,2024-11-13 23:18:24
279,230,2,3,2024-07-05 23:32:10
280,578,5,2,2025-01-30 02:24:41
281,627,5,4,2025-02-08 10:41:54
282,196,3,4,2024-09-12 18:55:32
283,694,1,3,2024-07-07 01:19:33
284,68,2,3,2024-12-10 11:05:46
285,680,2,2,2024-05-19 22:34:16
286,154,3,3,2024-10-04 09:04:30
287,303,5,3,2024-09-01 17:18:26
288,427,4,1,2024-11-09 18:39:08
289,214,4,2,2025-01-22 07:09:31
290,383,4,2,2024-08-31 22:44:16
291,528,3,4,2024-04-03 08:49:31
292,496,2,3,2024-04-16 19:17:22
293,874,4,3,2024-07-08 10:52:23
294,436,2,2,2025-02-23 19:40:43
295,939,5,2,2025-01-08 16:43:10
296,147,5,4,2024-04-16 08:04:29
297,304,5,4,2024-10-27 19:30:34
298,160,5,1,2024-05-09 19:29:20
299,443,4,1,2024-05-05 03:13:04
300,12,2,2,2024-06-13 00:27:16
301,938,3,2,2024-10-23 12:59:12
302,223,1,4,2024-10-06 18:18:03
303,854,5,3,2024-05-25 10:11:51
304,440,2,2,2024-06-15 04:55:59
305,55,1,1,2024-11-24 16:23:51
306,393,4,4,2024-03-11 23:29:18
307,298,1,1,2024-12-26 17:18:32
308,898,2,1,2024-12-25 02:39:14
309,487,3,4,2024-07-18 09:38:06
310,71,4,1,2024-10-16 03:45:30
311,763,2,1,2024-10-05 07:06:57
312,812,5,1,2024-04-23 18:40:38
313,602,2,3,2024-05-17 05:35:56
314,663,4,4,2024-07-21 22:21:38
315,394,1,2,2024-07-28 13:44:06
316,841,1,3,2024-03-23 18:59:49
317,100,4,4,2024-04-23 07:51:29
318,503,3,1,2024-05-18 08:23:15
319,325,2,4,2024-04-30 03:38:41
320,874,1,3,2024-05-14 04:20:59
321,715,4,4,2024-12-31 10:16:23
322,974,4,1,2024-04-04 04:40:28
323,663,5,4,2025-01-01 20:26:45
324,371,3,3,2024-10-06 22:59:40
325,724,1,1,2024-08-16 14:50:24
326,404,2,3,2024-04-09 13:11:20
327,222,5,1,2024-10-05 09:04:02
328,385,1,2,2025-01-13 18:45:30
329,647,4,2,2025-02-03 14:49:22
330,762,4,3,2024-05-27 19:26:43
331,222,4,3,2024-03-27 19:08:50
332,558,2,3,2024-12-29 11:54:19
333,854,5,2,2024-05-18 06:29:50
334,153,3,1,2024-12-17 12:31:41
335,916,2,3,2024-05-11 12:55:36
336,324,1,1,2024-10-27 00:20:14
337,653,3,3,2025-02-28 03:35:44
338,661,4,2,2024-04-04 16:46:00
339,608,1,1,2025-01-01 02:38:33
340,450,2,1,2024-10-07 10:07:43
341,723,5,4,2024-04-11 11:21:26
342,364,4,4,2024-05-28 13:35:31
343,464,3,3,2024-04-13 09:10:43
344,645,4,4,2024-06-14 06:02:10
345,388,2,3,2024-07-12 08:29:20
346,433,1,2,2024-07-29 11:58:34
347,875,1,1,2024-10-14 12:28:15
348,242,2,4,2024-06-24 22:09:46
349,301,5,2,2025-01-22 22:17:34
350,147,5,3,2024-12-03 08:33:23
351,542,4,2,2024-10-04 16:22:12
352,831,3,1,2024-12-27 04:52:12
353,323,5,1,2024-03-15 08:40:24
354,755,2,2,2025-01-15 08:29:38
355,463,4,1,2024-09-25 12:01:32
356,603,3,1,2024-11-25 19:29:13
357,363,1,2,2024-08-30 07:10:00
358,967,1,4,2024-03-15 15:29:40
359,525,5,3,2024-05-11 12:04:59
360,612,1,2,2024-03-17 05:05:52
361,659,4,3,2024-03-14 03:22:03
362,750,4,4,2024-10-15 09:47:15
363,956,3,1,2024-07-11 04:36:48
364,853,5,3,2024-10-23 09:34:56
365,986,4,3,2024-07-03 04:56:22
366,415,5,2,2024-04-27 21:56:29
367,963,2,1,2024-03-03 01:07:23
368,889,4,1,2024-04-08 16:25:57
369,829,5,1,2024-06-19 08:30:34
370,632,2,4,2024-04-17 00:47:05
371,484,3,3,2024-09-21 05:29:08
372,115,2,4,2024-06-14 00:06:13
373,887,1,2,2025-01-01 00:45:36
374,248,1,3,2024-07-15 04:12:49
375,646,5,3,2024-12-07 05:42:45
376,369,3,3,2024-09-27 05:55:22
377,13,4,1,2024-11-12 17:32:59
378,780,5,2,2025-01-15 04:02:58
379,643,3,4,2025-02-20 09:48:00
380,80,5,1,2024-09-14 18:50:03
381,455,3,1,2024-07-13 22:53:38
382,469,4,4,2025-02-12 10:07:42
383,964,4,4,2024-03-16 16:16:52
384,970,1,2,2025-02-23 10:26:08
385,22,1,1,2024-09-03 00:45:23
386,932,3,4,2024-07-26 00:54:19
387,501,4,1,2024-11-10 05:17:50
388,587,5,4,2025-01-15 23:36:55
389,495,1,2,2024-03-10 01:41:24
390,455,5,1,2024-10-03 04:28:36
391,298,3,4,2024-04-09 09:00:54
392,258,3,4,2024-05-28 05:42:54
393,848,5,1,2024-11-03 21:03:15
394,64,4,3,2024-03-11 13:40:09
395,592,2,3,2024-08-10 04:49:29
396,824,1,3,2025-02-27 00:07:10
397,556,5,1,2024-04-02 17:28:07
398,287,4,1,2024-04-12 01:08:19
399,805,1,2,2024-10-10 23:37:43
400,625,3,3,2024-07-22 07:09:15
401,489,3,1,2024-09-03 02:55:10
402,333,4,3,2024-05-03 18:40:24
403,38,1,2,2024-11-08 05:05:31
404,139,5,3,2024-10-05 22:35:33
405,639,3,3,2024-11-22 23:42:26
406,850,3,2,2024-03-27 20:29:05
407,704,4,2,2024-06-18 12:41:46
408,924,5,2,2024-10-11 10:34:48
409,526,4,3,2024-12-24 21:29:39
410,30,3,2,2024-11-13 02:36:38
411,852,3,2,2024-08-15 17:36:18
412,120,1,2,2024-12-24 14:35:51
413,611,5,1,2024-11-30 10:50:45
414,985,3,4,2024-11-15 06:47:33
415,83,4,4,2024-08-10 01:58:52
416,466,3,4,2024-07-10 07:59:42
417,592,4,1,2024-08-26 20:09:45
418,24,4,4,2024-05-21 20:14:01
419,837,1,1,2024-12-13 02:11:06
420,863,1,1,2024-12-21 23:42:22
421,712,4,2,2025-01-12 05:50:56
422,602,3,3,2025-02-17 13:29:34
423,253,4,2,2024-03-13 05:45:32
424,374,5,1,2025-01-11 00:30:15
425,876,5,4,2024-05-31 18:24:30
426,551,3,1,2024-11-28 00:59:19
427,137,4,4,2024-03-31 20:50:56
428,445,1,2,2024-06-12 23:33:38
429,85,1,3,2025-01-04 11:50:12
430,525,4,4,2024-07-05 21:32:10
431,480,1,1,2025-02-19 21:08:06
432,475,5,1,2024-03-17 21:35:45
433,260,5,3,2024-03-31 14:16:06
434,414,1,4,2024-03-27 05:06:33
435,156,4,2,2024-05-21 22:15:52
436,229,1,3,2025-02-06 16:52:13
437,607,2,4,2025-01-24 10:30:20
438,131,3,1,2024-07-15 03:18:34
439,917,2,3,2024-12-14 15:43:58
440,272,5,4,2024-07-02 21:33:22
441,313,2,2,2025-01-05 11:30:57
442,495,1,2,2024-03-04 23:59:41
443,644,1,1,2025-02-19 04:05:47
444,607,1,1,2024-12-20 10:13:29
445,23,3,1,2024-03-20 13:10:40
446,649,4,1,2024-03-07 04:07:40
447,503,4,2,2024-06-20 12:15:38
448,343,1,3,2024-10-04 10:33:37
449,531,2,1,2025-01-02 19:32:10
450,825,1,4,2025-01-23 17:44:06
451,265,1,2,2024-06-13 21:15:38
452,532,4,3,2024-08-09 15:40:55
453,268,3,3,2024-05-24 18:27:15
454,152,1,3,2024-03-11 21:38:23
455,62,4,4,2024-09-24 19:55:19
456,97,2,2,2024-10-23 12:55:33
457,213,2,2,2025-02-22 20:03:56
458,738,5,3,2024-07-16 23:40:42
459,682,5,1,2024-05-27 22:09:49
460,32,5,2,2024-04-15 12:02:13
461,247,3,1,2024-04-26 03:00:19
462,431,2,1,2024-12-26 17:59:04
463,696,3,2,2024-04-07 22:46:03
464,470,1,4,2024-12-17 00:36:53
465,869,4,4,2024-09-06 00:42:54
466,285,2,1,2024-04-12 01:22:30
467,412,2,1,2024-10-30 23:08:17
468,495,1,2,2024-04-13 17:58:57
469,299,1,4,2025-02-02 19:33:15
470,34,3,3,2024-07-06 13:57:22
471,265,1,4,2025-01-16 20:40:40
472,195,4,4,2024-08-08 04:21:20
473,714,3,2,2024-04-11 18:36:35
474,906,4,1,2025-02-12 22:46:01
475,2,1,1,2024-08-07 22:00:09
476,790,5,3,2024-06-24 08:31:10
477,30,5,2,2024-05-18 22:59:08
478,492,2,1,2025-01-07 11:28:36
479,579,3,2,2024-05-18 08:03:21
480,846,1,2,2024-05-11 22:47:52
481,230,5,4,2024-10-20 20:10:57
482,12,5,2,2024-06-05 16:29:07
483,550,4,2,2024-03-21 10:22:12
484,411,1,4,2024-10-11 04:12:14
485,811,5,2,2024-11-20 13:38:58
486,108,3,2,2025-01-07 14:05:40
487,245,4,1,2024-08-11 08:39:26
488,854,2,3,2024-11-28 00:53:41
489,338,3,4,2024-06-22 10:06:46
490,220,3,3,2024-03-28 19:31:38
491,808,2,1,2024-12-28 19:55:13
492,377,2,1,2024-03-19 08:54:49
493,554,1,1,2024-12-05 11:06:56
494,654,3,2,2024-04-05 02:47:41
495,406,1,2,2024-09-02 10:33:18
496,270,5,3,2024-06-16 17:07:34
497,591,1,1,2024-12-01 00:11:18
498,757,5,3,2024-04-21 11:13:11
499,599,3,2,2024-05-08 03:41:06
500,480,2,1,2025-02-05 18:04:11
501,941,1,3,2025-02-14 15:54:28
502,591,4,1,2024-11-21 12:51:43
503,49,2,1,2024-12-30 17:07:43
504,939,1,3,2024-09-07 18:18:59
505,364,5,4,2025-01-21 00:30:08
506,318,2,1,2024-12-07 07:28:48
507,690,2,1,2024-04-29 01:24:06
508,704,4,2,2024-06-02 20:03:43
509,592,4,3,2024-03-06 05:07:24
510,830,3,1,2024-06-12 05:58:33
511,688,2,2,2024-10-03 14:52:30
512,576,5,1,2025-02-22 22:40:05
513,984,5,4,2025-02-09 00:47:54
514,992,4,4,2024-10-02 04:23:59
515,585,5,2,2024-12-08 19:32:09
516,87,5,3,2024-07-10 13:00:38
517,955,5,4,2025-02-03 08:26:54
518,73,5,1,2024-06-06 01:08:51
519,419,2,3,2025-01-21 05:49:26
520,950,5,1,2025-02-16 00:38:29
521,811,1,2,2024-03-07 20:18:18
522,128,3,2,2024-11-03 23:53:08
523,659,5,2,2024-07-17 11:51:29
524,346,1,2,2024-06-06 03:08:10
525,742,5,2,2024-10-28 23:28:39
526,309,3,4,2024-10-06 00:54:29
527,145,1,4,2024-11-20 01:03:43
528,270,4,2,2024-05-23 23:26:32
529,27,1,4,2024-10-05 10:56:01
530,860,5,4,2025-02-28 04:25:42
531,801,5,3,2024-12-15 20:24:49
532,789,2,3,2024-07-12 21:53:14
533,475,2,1,2024-11-29 15:02:19
534,296,1,3,2024-09-30 15:52:36
535,700,1,4,2024-03-21 04:11:33
536,242,2,3,2025-01-23 03:35:17
537,168,2,3,2024-07-21 04:44:01
538,86,2,4,2024-12-17 12:43:18
539,56,5,4,2024-05-08 17:16:06
540,735,3,4,2024-10-20 21:37:35
541,78,1,1,2024-10-14 09:57:01
542,252,3,2,2025-01-14 21:26:59
543,217,1,4,2024-09-12 15:51:17
544,631,2,4,2024-05-21 16:48:03
545,885,5,3,2024-08-16 21:05:43
546,801,4,3,2025-02-27 15:59:14
547,581,5,1,2024-05-01 06:22:34
548,13,5,2,2024-03-08 22:56:39
549,944,3,2,2024-10-26 15:50:27
550,661,4,1,2024-08-06 10:10:07
551,38,2,4,2025-01-27 10:20:39
552,554,3,4,2024-05-10 02:56:57
553,131,2,3,2024-03-03 22:05:54
554,318,4,3,2024-11-14 13:20:25
555,148,5,3,2025-01-17 18:37:50
556,957,1,4,2024-08-20 08:34:48
557,45,2,3,2024-08-10 19:36:05
558,976,4,1,2024-03-03 23:04:24
559,982,5,1,2024-12-24 05:57:43
560,545,3,2,2024-10-07 03:23:53
561,871,2,3,2024-11-03 01:14:13
562,661,4,3,2024-04-03 14:08:23
563,807,3,1,2024-10-10 21:14:55
564,936,3,3,2024-08-10 14:32:00
565,113,2,3,2024-04-03 01:44:04
566,112,3,1,2024-06-10 02:34:05
567,778,5,1,2024-03-10 04:12:16
568,688,1,3,2024-08-08 11:17:40
569,981,2,4,2024-05-01 05:12:08
570,218,5,1,2024-09-12 20:17:47
571,303,4,2,2025-02-20 02:18:35
572,562,2,3,2024-11-16 07:19:01
573,222,3,1,2024-08-24 02:52:30
574,794,2,4,2025-01-14 15:14:04
575,795,5,2,2024-06-24 02:27:33
576,666,3,3,2024-09-19 10:48:43
577,260,2,3,2024-08-17 17:26:09
578,939,2,2,2024-05-08 22:04:23
579,395,4,1,2025-02-03 06:25:30
580,588,5,3,2025-02-26 23:59:49
581,377,5,4,2024-04-01 11:24:04
582,513,4,3,2024-03-11 13:31:08
583,562,4,2,2025-01-06 20:31:05
584,334,4,1,2025-02-25 23:04:20
585,232,5,3,2024-11-02 21:07:02
586,396,4,2,2025-02-14 22:42:54
587,41,3,2,2024-04-30 17:52:13
588,719,5,4,2024-06-29 10:23:11
589,50,5,4,2024-05-18 03:14:52
590,925,2,4,2025-01-25 11:08:59
591,238,2,2,2024-09-02 01:08:49
592,729,4,2,2024-10-21 07:55:17
593,508,4,4,2024-04-22 08:48:14
594,609,3,2,2024-12-10 03:27:31
595,847,1,3,2024-03-16 02:00:41
596,755,3,3,2024-07-09 12:25:28
597,481,5,2,2024-08-13 22:19:58
598,188,5,4,2024-09-19 14:12:59
599,41,2,1,2025-01-16 20:37:56
600,620,1,3,2024-03-02 15:24:57
601,96,1,2,2024-10-24 23:47:19
602,387,5,4,2024-12-23 16:16:10
603,599,4,4,2024-09-11 04:06:01
604,32,3,3,2024-03-29 02:23:57
605,369,4,2,2024-11-06 01:07:50
606,153,4,2,2025-02-26 02:30:24
607,799,3,1,2024-11-03 14:01:08
608,542,3,3,2024-05-11 07:15:36
609,344,5,3,2024-06-22 20:13:56
610,193,5,3,2025-01-10 00:30:01
611,614,2,1,2024-04-23 14:16:36
612,712,4,2,2025-01-16 02:08:56
613,116,3,4,2024-03-22 11:11:20
614,777,2,2,2024-09-07 10:06:28
615,951,2,4,2024-11-24 04:58:50
616,758,4,4,2024-07-21 19:14:52
617,602,3,4,2024-11-12 14:12:44
618,639,4,2,2024-09-12 01:52:55
619,749,3,3,2024-04-06 18:33:12
620,259,2,3,2024-12-07 23:11:49
621,166,4,2,2024-12-14 22:14:41
622,237,5,2,2024-11-10 02:46:06
623,292,5,4,2025-02-09 22:55:57
624,705,3,2,2024-12-13 05:03:50
625,201,5,3,2024-11-21 09:48:48
626,977,2,1,2024-05-15 23:32:16
627,57,4,1,2024-09-21 00:55:42
628,406,5,1,2024-05-04 17:58:11
629,571,3,1,2024-03-01 17:32:49
630,510,3,3,2024-04-08 16:26:39
631,716,3,3,2024-04-27 02:02:52
632,110,1,1,2024-10-30 00:05:32
633,528,5,4,2024-03-06 05:29:11
634,24,4,2,2024-06-30 18:06:43
635,117,1,2,2024-06-08 02:22:11
636,330,1,4,2024-04-09 00:02:27
637,378,3,3,2025-01-14 22:27:16
638,226,5,4,2024-09-02 23:31:14
639,249,4,2,2024-06-20 22:55:47
640,275,3,3,2025-02-21 13:13:29
641,872,2,2,2024-05-03 07:49:07
642,960,2,2,2024-03-26 16:40:49
643,837,2,2,2024-06-19 06:23:21
644,992,1,3,2024-12-24 09:03:13
645,450,2,4,2024-12-30 08:17:16
646,419,4,3,2024-07-13 07:12:04
647,387,4,1,2024-08-01 01:39:10
648,18,2,3,2024-09-20 15:48:29
649,430,2,1,2024-10-25 09:22:04
650,273,3,4,2024-09-21 15:38:46
651,882,1,4,2024-03-26 10:38:14
652,60,2,4,2024-08-09 15:27:12
653,716,1,1,2024-12-06 13:54:21
654,678,4,2,2025-02-03 11:39:48
655,443,4,1,2024-10-08 00:18:56
656,403,5,3,2024-10-17 22:32:07
657,604,4,2,2024-06-15 06:45:59
658,650,4,1,2024-03-17 18:24:54
659,844,2,2,2024-03-02 15:45:38
660,171,3,3,2024-10-14 07:22:37
661,651,3,2,2024-05-17 12:35:43
662,1,1,1,2024-03-20 12:09:00
663,533,2,1,2024-12-29 01:27:03
664,673,1,3,2025-02-03 18:31:19
